#{"t_start": 1778815119.3352435, "env_id": "None"}
r,l,t
0.0,1,105.585089
0.0,2,105.587317
0.0,1,105.588166
0.0,1,105.588765
0.0,3,105.590296
0.0,3,105.591974
0.0,3,105.593451
0.0,1,105.594023
0.0,2,105.59502
0.0,5,105.597194
0.0,1,105.597802
0.0,4,105.601785
0.0,3,105.603703
0.0,1,105.604534
0.0,1,105.605264
0.0,1,105.606056
0.0,5,105.608447
0.0,1,105.609039
0.0,1,105.609743
0.0,1,105.610233
0.0,4,105.612049
0.0,1,105.612679
0.0,3,105.614844
0.0,1,105.615966
0.0,3,105.618131
0.0,1,105.619038
0.0,1,105.619754
0.0,3,105.62137
0.0,1,105.622136
0.0,1,105.622885
0.0,1,105.62351
0.0,1,105.624088
0.0,4,105.62595
0.0,2,105.626847
0.0,2,105.627851
0.0,2,105.629539
0.0,1,105.630946
0.0,3,105.634701
0.0,1,105.635647
0.0,2,105.637438
0.0,1,105.638119
0.0,1,105.638877
0.0,5,105.641299
0.0,3,105.642798
0.0,1,105.643559
0.0,1,105.644958
0.0,2,105.647324
0.0,1,105.649293
0.0,1,105.65058
0.0,3,105.652602
0.0,2,105.653831
0.0,1,105.654489
0.0,1,105.655274
0.0,1,105.655813
0.0,1,105.656587
0.0,4,105.658432
0.0,2,105.659839
0.0,3,105.662635
0.0,4,105.665658
0.0,1,105.666461
0.0,1,105.667247
0.0,1,105.667897
0.0,2,105.668859
0.0,2,105.669928
0.0,4,105.671647
0.0,3,105.672997
0.0,1,105.67382
0.0,4,105.676931
0.0,3,105.679334
0.0,4,105.681417
0.0,1,105.682055
0.0,1,105.682866
0.0,1,105.683663
0.0,3,105.685079
0.0,2,105.686066
0.0,2,105.687124
0.0,2,105.688238
0.0,1,105.689075
0.0,5,105.695086
0.0,1,105.696451
0.0,3,105.698204
0.0,1,105.698925
0.0,1,105.699736
0.0,2,105.847777
0.0,2,105.85084
0.0,1,105.852159
0.0,1,105.853196
0.0,1,105.853846
0.0,3,105.855422
0.0,3,105.856907
0.0,2,105.858195
0.0,1,105.859341
0.0,2,105.862143
0.0,1,105.863491
0.0,2,105.8652
0.0,1,105.866025
0.0,1,105.866735
0.0,2,105.867972
0.0,1,105.868836
0.0,1,105.869586
0.0,1,105.870158
0.0,3,105.871753
0.0,1,105.872342
0.0,1,105.873169
0.0,2,105.87552
0.0,1,105.876602
0.0,4,105.878745
0.0,2,105.880086
0.0,1,105.880787
0.0,2,105.881722
0.0,1,105.882301
0.0,4,105.884054
0.0,2,105.88499
0.0,1,105.885547
0.0,4,105.887541
0.0,1,105.888418
0.0,1,105.889754
0.0,3,105.891905
0.0,5,105.894614
0.0,2,105.895615
0.0,1,105.896288
0.0,1,105.897103
0.0,1,105.897752
0.0,3,105.899255
0.0,2,105.900174
0.0,1,105.90105
0.0,3,105.902594
0.0,1,105.903161
0.0,1,105.904007
0.0,3,105.906053
0.0,3,105.908366
0.0,1,105.909381
0.0,1,105.91024
0.0,3,105.911946
0.0,2,105.912901
0.0,2,105.913998
0.0,1,105.91454
0.0,1,105.915175
0.0,2,105.916199
0.0,3,105.917665
0.0,1,105.918389
0.0,2,105.920135
0.0,1,105.921374
0.0,1,105.922933
0.0,1,105.925084
0.0,1,105.926182
0.0,1,105.927078
0.0,1,105.927829
0.0,2,105.929094
0.0,1,105.929981
0.0,1,105.930725
0.0,1,105.931647
0.0,4,105.933466
0.0,1,105.93414
0.0,1,105.935958
0.0,2,105.93818
0.0,1,105.939077
0.0,1,105.939836
0.0,1,105.940579
0.0,1,105.941341
0.0,1,105.941898
0.0,3,105.943273
0.0,3,105.94454
0.0,1,105.945263
0.0,1,105.945844
0.0,2,105.946831
0.0,1,105.947642
0.0,1,105.948344
0.0,3,105.949771
0.0,3,105.951609
0.0,1,105.952472
0.0,2,105.953562
0.0,1,105.954226
0.0,5,105.956377
0.0,3,105.957695
0.0,4,105.959555
0.0,1,105.960208
0.0,4,105.961938
0.0,1,105.96266
0.0,5,105.965044
0.0,1,105.966224
0.0,1,105.967195
0.0,2,105.968316
0.0,2,105.969273
0.0,5,105.971283
0.0,1,105.971942
0.0,3,105.973241
0.0,3,105.974469
0.0,1,105.975291
0.0,1,105.976079
0.0,3,105.977726
0.0,3,105.979226
0.0,1,105.980024
0.0,3,105.982139
0.0,3,105.985733
0.0,1,105.986456
0.0,1,105.987125
0.0,1,105.987971
0.0,1,105.988999
0.0,1,105.989782
0.0,1,105.990452
0.0,1,105.991141
0.0,1,105.99181
0.0,5,105.993878
0.0,1,105.994458
0.0,1,105.995069
0.0,2,105.996246
0.0,1,105.99719
0.0,1,105.998204
0.0,1,105.999109
0.0,4,106.00145
0.0,1,106.002104
0.0,1,106.002962
0.0,1,106.003788
0.0,3,106.005366
0.0,3,106.006807
0.0,2,106.007709
0.0,1,106.008378
0.0,3,106.009794
0.0,5,106.013982
0.0,1,106.015164
0.0,1,106.016102
0.0,1,106.017062
0.0,1,106.01791
0.0,2,106.019021
0.0,3,106.02065
0.0,4,106.02229
0.0,1,106.023117
0.0,1,106.023805
0.0,4,106.025492
0.0,2,106.027226
0.0,5,106.031949
0.0,1,106.033464
0.0,1,106.034966
0.0,2,106.03652
0.0,3,106.038039
0.0,2,106.039259
0.0,3,106.040916
0.0,1,106.042354
0.0,2,106.044408
0.0,1,106.045422
0.0,1,106.046392
0.0,1,106.047551
0.0,3,106.04926
0.0,2,106.050339
0.0,1,106.051033
0.0,2,106.052245
0.0,1,106.053166
0.0,1,106.053963
0.0,1,106.054653
0.0,6,106.05916
0.0,3,106.062061
0.0,1,106.063427
0.0,1,106.064284
0.0,2,106.065782
0.0,5,106.067978
0.0,1,106.068731
0.0,1,106.069489
0.0,1,106.07008
0.0,2,106.071098
0.0,1,106.072778
0.0,3,106.075039
0.0,1,106.075892
0.0,3,106.077777
0.0,2,106.079161
0.0,2,106.080442
0.0,4,106.082354
0.0,2,106.083321
0.0,1,106.084024
0.0,3,106.085401
0.0,4,106.087656
0.0,1,106.088944
0.0,1,106.090141
0.0,1,106.091945
0.0,2,106.093758
0.0,2,106.095257
0.0,1,106.096064
0.0,1,106.09692
0.0,3,106.098365
0.0,1,106.099091
0.0,4,106.101079
0.0,1,106.101718
0.0,4,106.104227
0.0,1,106.105428
0.0,3,106.108229
0.0,1,106.108954
0.0,1,106.109745
0.0,1,106.110396
0.0,1,106.11124
0.0,2,106.112307
0.0,3,106.113697
0.0,1,106.114284
0.0,2,106.115293
0.0,1,106.115946
0.0,1,106.116657
0.0,3,106.118165
0.0,1,106.119049
0.0,2,106.120814
0.0,1,106.122211
0.0,1,106.123263
0.0,2,106.124545
0.0,1,106.125455
0.0,1,106.126162
0.0,1,106.126786
0.0,1,106.127375
0.0,2,106.128385
0.0,3,106.129955
0.0,1,106.130819
0.0,1,106.131731
0.0,1,106.132651
0.0,1,106.133527
0.0,2,106.136518
0.0,1,106.137764
0.0,3,106.139568
0.0,1,106.140345
0.0,1,106.14089
0.0,1,106.141723
0.0,1,106.142459
0.0,2,106.143461
0.0,5,106.145803
0.0,2,106.147107
0.0,2,106.148327
0.0,1,106.149812
0.0,4,106.153884
0.0,1,106.154717
0.0,1,106.155656
0.0,1,106.156304
0.0,1,106.15711
0.0,1,106.157836
0.0,1,106.158408
0.0,5,106.160635
0.0,1,106.161313
0.0,2,106.162345
0.0,4,106.164645
0.0,1,106.165934
0.0,2,106.1681
0.0,1,106.16895
0.0,1,106.169662
0.0,1,106.170555
0.0,4,106.172606
0.0,1,106.173431
0.0,1,106.173994
0.0,1,106.17454
0.0,1,106.175397
0.0,1,106.176057
0.0,5,106.178063
0.0,5,106.18186
0.0,3,106.184632
0.0,4,106.187074
0.0,1,106.18772
0.0,1,106.188583
0.0,1,106.189367
0.0,3,106.190898
0.0,2,106.191831
0.0,1,106.192874
0.0,3,106.195124
0.0,2,106.197042
0.0,1,106.198359
0.0,2,106.330104
0.0,3,106.332105
0.0,1,106.333096
0.0,1,106.334589
0.0,1,106.336486
0.0,3,106.338888
0.0,4,106.341389
0.0,3,106.343252
0.0,2,106.344541
0.0,1,106.345386
0.0,1,106.346086
0.0,1,106.346779
0.0,2,106.349295
0.0,4,106.352304
0.0,1,106.353257
0.0,4,106.355246
0.0,1,106.356141
0.0,1,106.356861
0.0,1,106.357452
0.0,3,106.35895
0.0,1,106.359575
0.0,1,106.360208
0.0,3,106.361717
0.0,1,106.362569
0.0,1,106.365133
0.0,1,106.36649
0.0,1,106.367933
0.0,2,106.369411
0.0,3,106.371078
0.0,1,106.371812
0.0,4,106.373576
0.0,3,106.374994
0.0,1,106.37573
0.0,1,106.376454
0.0,1,106.377584
0.0,1,106.378862
0.0,2,106.381072
0.0,3,106.383768
0.0,3,106.385494
0.0,1,106.386236
0.0,2,106.387635
0.0,1,106.389505
0.0,1,106.391167
0.0,1,106.392198
0.0,2,106.393742
0.0,1,106.394908
0.0,5,106.398772
0.0,3,106.40028
0.0,3,106.401578
0.0,3,106.403031
0.0,1,106.404103
0.0,1,106.404758
0.0,2,106.405764
0.0,2,106.406887
0.0,3,106.408204
0.0,3,106.410924
0.0,1,106.412559
0.0,5,106.415757
0.0,1,106.416884
0.0,2,106.417878
0.0,3,106.419214
0.0,5,106.421409
0.0,1,106.422207
0.0,1,106.422877
0.0,1,106.423426
0.0,1,106.424434
0.0,1,106.425566
0.0,1,106.426877
0.0,3,106.429781
0.0,1,106.430534
0.0,4,106.432545
0.0,4,106.434279
0.0,1,106.435216
0.0,2,106.436298
0.0,2,106.437257
0.0,1,106.437876
0.0,1,106.438579
0.0,1,106.439462
0.0,2,106.441151
0.0,1,106.442483
0.0,1,106.444434
0.0,1,106.445744
0.0,4,106.448356
0.0,3,106.449964
0.0,1,106.450681
0.0,1,106.451473
0.0,3,106.452942
0.0,1,106.453714
0.0,1,106.45487
0.0,1,106.456381
0.0,3,106.460364
0.0,3,106.462339
0.0,1,106.463312
0.0,4,106.465062
0.0,1,106.465859
0.0,1,106.46654
0.0,1,106.467127
0.0,3,106.468538
0.0,1,106.469147
0.0,2,106.47098
0.0,3,106.473691
0.0,2,106.475193
0.0,1,106.476125
0.0,2,106.477164
0.0,2,106.478165
0.0,3,106.479541
0.0,2,106.480415
0.0,3,106.481718
0.0,1,106.482392
0.0,1,106.483133
0.0,1,106.483762
0.0,2,106.48469
0.0,1,106.485834
0.0,4,106.488846
0.0,3,106.490657
0.0,1,106.491546
0.0,1,106.492138
0.0,1,106.492674
0.0,1,106.493304
0.0,2,106.494176
0.0,1,106.494737
0.0,1,106.495569
0.0,1,106.49636
0.0,3,106.497606
0.0,1,106.49829
0.0,1,106.498928
0.0,1,106.499521
0.0,1,106.500498
0.0,1,106.501615
0.0,1,106.502763
0.0,1,106.504465
0.0,2,106.506666
0.0,5,106.509813
0.0,1,106.510697
0.0,1,106.511807
0.0,1,106.51239
0.0,2,106.513391
0.0,1,106.514041
0.0,1,106.514716
0.0,1,106.515683
0.0,1,106.516708
0.0,1,106.517915
0.0,1,106.519257
0.0,1,106.520991
0.0,1,106.521905
0.0,3,106.523581
0.0,1,106.524556
0.0,3,106.525943
0.0,3,106.527247
0.0,3,106.528523
0.0,1,106.529243
0.0,1,106.529828
0.0,1,106.530392
0.0,3,106.532851
0.0,1,106.533832
0.0,1,106.534661
0.0,1,106.535615
0.0,3,106.537167
0.0,3,106.538568
0.0,5,106.540769
0.0,2,106.54172
0.0,1,106.542459
0.0,1,106.54307
0.0,3,106.544362
0.0,4,106.546581
0.0,3,106.548964
0.0,1,106.54981
0.0,1,106.550706
0.0,3,106.552351
0.0,3,106.553772
0.0,2,106.554761
0.0,1,106.55527
0.0,1,106.555934
0.0,1,106.556509
0.0,1,106.557133
0.0,1,106.557723
0.0,1,106.558372
0.0,1,106.558984
0.0,2,106.559942
0.0,1,106.560627
0.0,1,106.561457
0.0,2,106.563247
0.0,1,106.564397
0.0,1,106.565582
0.0,1,106.567093
0.0,3,106.569226
0.0,2,106.57022
0.0,3,106.571801
0.0,1,106.572637
0.0,2,106.573564
0.0,3,106.575006
0.0,1,106.575715
0.0,2,106.577116
0.0,3,106.580026
0.0,1,106.58177
0.0,1,106.582845
0.0,1,106.583875
0.0,3,106.585592
0.0,1,106.586373
0.0,4,106.58814
0.0,1,106.589118
0.0,2,106.59003
0.0,2,106.590986
0.0,1,106.591755
0.0,1,106.593288
0.0,1,106.594387
0.0,1,106.595536
0.0,2,106.597455
0.0,1,106.598159
0.0,3,106.599779
0.0,2,106.600746
0.0,1,106.60131
0.0,1,106.602118
0.0,3,106.603437
0.0,2,106.604394
0.0,2,106.605299
0.0,1,106.60596
0.0,1,106.606666
0.0,1,106.607538
0.0,4,106.610445
0.0,4,106.613013
0.0,1,106.61377
0.0,2,106.614776
0.0,4,106.616588
0.0,2,106.617504
0.0,1,106.618143
0.0,1,106.618763
0.0,1,106.619437
0.0,1,106.62008
0.0,1,106.620758
0.0,3,106.622071
0.0,2,106.624377
0.0,1,106.625967
0.0,4,106.630388
0.0,1,106.631101
0.0,1,106.631973
0.0,2,106.633199
0.0,3,106.634628
0.0,3,106.636198
0.0,1,106.63693
0.0,1,106.63789
0.0,2,106.639881
0.0,5,106.642779
0.0,2,106.644053
0.0,1,106.64476
0.0,1,106.645348
0.0,2,106.646299
0.0,3,106.647648
0.0,1,106.648249
0.0,2,106.649135
0.0,1,106.649745
0.0,3,106.651174
0.0,2,106.652205
0.0,2,106.65338
0.0,2,106.655454
0.0,2,106.657287
0.0,2,106.658667
0.0,2,106.659785
0.0,2,106.66097
0.0,1,106.661597
0.0,2,106.662561
0.0,2,106.663704
0.0,1,106.664354
0.0,1,106.665017
0.0,1,106.665722
0.0,2,106.666739
0.0,1,106.667357
0.0,1,106.667963
0.0,1,106.669152
0.0,1,106.670396
0.0,1,106.671538
0.0,2,106.673398
0.0,2,106.674595
0.0,1,106.675253
0.0,1,106.676001
0.0,1,106.676603
0.0,6,106.6789
0.0,1,106.67978
0.0,1,106.680468
0.0,1,106.681141
0.0,5,106.683429
0.0,1,106.684793
0.0,3,106.806085
0.0,1,106.807645
0.0,1,106.809052
0.0,1,106.810319
0.0,1,106.811356
0.0,1,106.812128
0.0,3,106.813913
0.0,1,106.814697
0.0,1,106.815441
0.0,2,106.816555
0.0,3,106.818036
0.0,1,106.818789
0.0,1,106.819474
0.0,3,106.820946
0.0,2,106.823196
0.0,1,106.824594
0.0,2,106.825781
0.0,3,106.827301
0.0,2,106.828594
0.0,4,106.830502
0.0,5,106.832745
0.0,1,106.833489
0.0,5,106.835545
0.0,1,106.836093
0.0,3,106.838306
0.0,1,106.839272
0.0,2,106.840687
0.0,1,106.841397
0.0,2,106.842333
0.0,1,106.842924
0.0,1,106.843443
0.0,1,106.844299
0.0,2,106.84527
0.0,3,106.846553
0.0,2,106.847503
0.0,1,106.848183
0.0,1,106.848725
0.0,4,106.850556
0.0,4,106.853046
0.0,2,106.854751
0.0,2,106.856184
0.0,1,106.856838
0.0,2,106.857833
0.0,3,106.859174
0.0,2,106.860229
0.0,1,106.860803
0.0,1,106.861425
0.0,2,106.862382
0.0,4,106.86413
0.0,2,106.865097
0.0,2,106.865951
0.0,1,106.866608
0.0,1,106.867823
0.0,1,106.869481
0.0,1,106.870983
0.0,2,106.872579
0.0,1,106.873353
0.0,3,106.874814
0.0,1,106.875917
0.0,2,106.876987
0.0,1,106.877605
0.0,1,106.878333
0.0,1,106.879029
0.0,3,106.880487
0.0,1,106.881014
0.0,1,106.881601
0.0,1,106.882209
0.0,1,106.883782
0.0,3,106.886338
0.0,1,106.887085
0.0,1,106.887714
0.0,1,106.888418
0.0,1,106.88893
0.0,1,106.889589
0.0,1,106.890275
0.0,4,106.891876
0.0,1,106.89259
0.0,2,106.893532
0.0,1,106.894332
0.0,1,106.894885
0.0,1,106.895586
0.0,1,106.896095
0.0,3,106.897446
0.0,1,106.898278
0.0,1,106.899517
0.0,4,106.901731
0.0,1,106.9024
0.0,1,106.903205
0.0,2,106.904201
0.0,1,106.904829
0.0,3,106.906292
0.0,3,106.907608
0.0,1,106.908342
0.0,1,106.909123
0.0,3,106.910704
0.0,4,106.912696
0.0,1,106.913921
0.0,3,106.916663
0.0,1,106.918097
0.0,1,106.919083
0.0,1,106.919715
0.0,1,106.920414
0.0,1,106.921312
0.0,1,106.921895
0.0,4,106.923605
0.0,3,106.924983
0.0,5,106.926995
0.0,2,106.92791
0.0,2,106.930001
0.0,1,106.93091
0.0,3,106.933615
0.0,2,106.934953
0.0,1,106.936056
0.0,3,106.937768
0.0,3,106.939293
0.0,1,106.940023
0.0,1,106.940602
0.0,3,106.941919
0.0,1,106.942478
0.0,1,106.943263
0.0,1,106.945314
0.0,1,106.947079
0.0,4,106.950934
0.0,1,106.951929
0.0,1,106.952623
0.0,1,106.953312
0.0,1,106.953887
0.0,1,106.954485
0.0,1,106.955243
0.0,3,106.956724
0.0,1,106.95731
0.0,1,106.95799
0.0,2,106.959309
0.0,1,106.960397
0.0,1,106.961353
0.0,1,106.962481
0.0,2,106.964354
0.0,1,106.965074
0.0,3,106.966668
0.0,1,106.967286
0.0,1,106.967861
0.0,1,106.968588
0.0,1,106.969386
0.0,2,106.970454
0.0,1,106.971014
0.0,3,106.972449
0.0,2,106.973515
0.0,2,106.975264
0.0,2,106.977519
0.0,1,106.978854
0.0,4,106.981205
0.0,1,106.981795
0.0,4,106.983567
0.0,1,106.984237
0.0,1,106.984918
0.0,5,106.986929
0.0,1,106.987643
0.0,2,106.988603
0.0,1,106.989097
0.0,2,106.990474
0.0,1,106.991722
0.0,1,106.993211
0.0,2,106.996073
0.0,3,106.998117
0.0,1,106.998783
0.0,1,106.999443
0.0,1,107.000405
0.0,2,107.001444
0.0,3,107.002913
0.0,1,107.003538
0.0,1,107.004287
0.0,1,107.005574
0.0,1,107.006973
0.0,1,107.0084
0.0,2,107.010699
0.0,1,107.0117
0.0,3,107.013371
0.0,1,107.014063
0.0,1,107.014697
0.0,3,107.016083
0.0,1,107.016741
0.0,1,107.017321
0.0,3,107.018729
0.0,3,107.02064
0.0,1,107.021848
0.0,1,107.022781
0.0,1,107.023797
0.0,2,107.025347
0.0,3,107.026785
0.0,1,107.027375
0.0,1,107.028152
0.0,1,107.028911
0.0,1,107.029492
0.0,1,107.030044
0.0,5,107.032154
0.0,2,107.033103
0.0,1,107.033701
0.0,1,107.034215
0.0,1,107.034861
0.0,3,107.036933
0.0,3,107.038784
0.0,1,107.039494
0.0,1,107.040352
0.0,2,107.04138
0.0,1,107.042047
0.0,3,107.043396
0.0,3,107.044869
0.0,3,107.04614
0.0,1,107.046912
0.0,1,107.047459
0.0,2,107.048392
0.0,1,107.048941
0.0,2,107.049906
0.0,2,107.051681
0.0,2,107.054541
0.0,1,107.056239
0.0,3,107.058719
0.0,1,107.059496
0.0,4,107.061842
0.0,2,107.062866
0.0,1,107.063519
0.0,1,107.064507
0.0,2,107.066302
0.0,2,107.067886
0.0,1,107.069085
0.0,1,107.070253
0.0,1,107.07118
0.0,3,107.072669
0.0,2,107.073617
0.0,2,107.074614
0.0,1,107.075319
0.0,1,107.075835
0.0,1,107.076651
0.0,2,107.077608
0.0,1,107.078371
0.0,1,107.078927
0.0,1,107.079664
0.0,1,107.080409
0.0,3,107.082369
0.0,1,107.0832
0.0,2,107.084998
0.0,1,107.086123
0.0,1,107.086957
0.0,4,107.088895
0.0,1,107.089459
0.0,1,107.090175
0.0,1,107.090919
0.0,1,107.091744
0.0,1,107.092327
0.0,1,107.09294
0.0,1,107.093459
0.0,1,107.094012
0.0,1,107.094739
0.0,1,107.0955
0.0,2,107.096658
0.0,3,107.098442
0.0,2,107.09954
0.0,1,107.100153
0.0,3,107.101562
0.0,5,107.103878
0.0,1,107.104481
0.0,1,107.105011
0.0,3,107.106438
0.0,4,107.108144
0.0,1,107.108869
0.0,2,107.10984
0.0,2,107.110847
0.0,1,107.111725
0.0,1,107.112776
0.0,1,107.113644
0.0,1,107.114824
0.0,1,107.116093
0.0,1,107.117379
0.0,5,107.121092
0.0,1,107.121745
0.0,1,107.122612
0.0,1,107.12356
0.0,1,107.124555
0.0,1,107.125625
0.0,3,107.127881
0.0,1,107.129211
0.0,4,107.13229
0.0,3,107.134136
0.0,1,107.135201
0.0,4,107.137188
0.0,2,107.138206
0.0,3,107.139794
0.0,2,107.141045
0.0,2,107.142029
0.0,1,107.143433
0.0,1,107.144968
0.0,1,107.145926
0.0,4,107.277386
0.0,2,107.278565
0.0,3,107.280534
0.0,3,107.282894
0.0,1,107.284322
0.0,2,107.28619
0.0,1,107.286976
0.0,1,107.287854
0.0,1,107.288651
0.0,1,107.289272
0.0,1,107.290024
0.0,2,107.291501
0.0,1,107.292251
0.0,1,107.292865
0.0,1,107.293604
0.0,1,107.294193
0.0,1,107.294988
0.0,3,107.298694
0.0,1,107.299456
0.0,1,107.300058
0.0,1,107.300915
0.0,1,107.301543
0.0,1,107.302124
0.0,2,107.303183
0.0,2,107.304283
0.0,1,107.305015
0.0,2,107.306162
0.0,5,107.308355
0.0,1,107.309077
0.0,2,107.310308
0.0,1,107.311132
0.0,3,107.313211
0.0,4,107.31573
0.0,3,107.31741
0.0,1,107.318007
0.0,2,107.319083
0.0,2,107.32009
0.0,2,107.321171
0.0,1,107.321994
0.0,1,107.322625
0.0,2,107.323551
0.0,3,107.324965
0.0,1,107.325601
0.0,3,107.328593
0.0,4,107.331117
0.0,2,107.332215
0.0,1,107.332837
0.0,1,107.333447
0.0,4,107.335395
0.0,1,107.335995
0.0,1,107.336812
0.0,2,107.337783
0.0,4,107.33963
0.0,1,107.340357
0.0,2,107.342094
0.0,1,107.343705
0.0,2,107.346199
0.0,3,107.348265
0.0,1,107.349255
0.0,1,107.350121
0.0,1,107.350973
0.0,1,107.35162
0.0,1,107.352233
0.0,2,107.353196
0.0,3,107.354849
0.0,5,107.35798
0.0,1,107.359218
0.0,1,107.360304
0.0,2,107.361583
0.0,3,107.363097
0.0,1,107.363858
0.0,4,107.365823
0.0,1,107.366568
0.0,1,107.367127
0.0,2,107.368221
0.0,1,107.368912
0.0,3,107.370335
0.0,1,107.371204
0.0,1,107.372154
0.0,2,107.373775
0.0,1,107.374861
0.0,4,107.377417
0.0,2,107.378532
0.0,1,107.379153
0.0,1,107.379786
0.0,1,107.380403
0.0,2,107.381555
0.0,4,107.383213
0.0,2,107.384276
0.0,1,107.385044
0.0,1,107.385679
0.0,1,107.386219
0.0,2,107.388091
0.0,1,107.389443
0.0,4,107.39187
0.0,5,107.394246
0.0,1,107.394878
0.0,1,107.395641
0.0,1,107.396248
0.0,1,107.396829
0.0,1,107.397522
0.0,1,107.398336
0.0,3,107.399689
0.0,2,107.400605
0.0,1,107.401118
0.0,1,107.402165
0.0,1,107.402935
0.0,1,107.404237
0.0,1,107.405638
0.0,2,107.407756
0.0,1,107.408703
0.0,3,107.410199
0.0,2,107.411298
0.0,1,107.411953
0.0,1,107.412817
0.0,1,107.41349
0.0,1,107.41399
0.0,1,107.414698
0.0,3,107.415962
0.0,4,107.417866
0.0,3,107.420076
0.0,2,107.421721
0.0,1,107.422503
0.0,1,107.423358
0.0,1,107.424021
0.0,1,107.424597
0.0,1,107.425356
0.0,1,107.42622
0.0,1,107.426897
0.0,1,107.427678
0.0,1,107.428325
0.0,2,107.429325
0.0,1,107.429842
0.0,1,107.430602
0.0,2,107.43159
0.0,1,107.432253
0.0,1,107.43325
0.0,2,107.434839
0.0,4,107.437472
0.0,3,107.439036
0.0,2,107.440229
0.0,2,107.44144
0.0,1,107.442075
0.0,1,107.442796
0.0,2,107.443761
0.0,3,107.445065
0.0,1,107.44588
0.0,3,107.447095
0.0,3,107.449234
0.0,2,107.450733
0.0,2,107.452324
0.0,3,107.453917
0.0,2,107.454903
0.0,1,107.455535
0.0,4,107.457276
0.0,1,107.458026
0.0,1,107.458715
0.0,2,107.459652
0.0,2,107.460579
0.0,1,107.461151
0.0,2,107.462087
0.0,1,107.46272
0.0,2,107.464318
0.0,1,107.465775
0.0,3,107.468335
0.0,2,107.470186
0.0,1,107.471189
0.0,2,107.472608
0.0,1,107.473274
0.0,1,107.473918
0.0,1,107.47484
0.0,1,107.475498
0.0,2,107.476506
0.0,2,107.477571
0.0,1,107.478345
0.0,1,107.479635
0.0,1,107.48067
0.0,2,107.482519
0.0,1,107.483846
0.0,1,107.484725
0.0,4,107.486695
0.0,3,107.48824
0.0,1,107.488902
0.0,1,107.489579
0.0,1,107.490143
0.0,1,107.490677
0.0,1,107.491506
0.0,1,107.492063
0.0,1,107.492621
0.0,1,107.49319
0.0,1,107.494029
0.0,2,107.495557
0.0,1,107.497085
0.0,6,107.501485
0.0,1,107.502428
0.0,1,107.503109
0.0,1,107.503831
0.0,1,107.504555
0.0,1,107.505143
0.0,1,107.505724
0.0,2,107.506655
0.0,1,107.50716
0.0,4,107.508827
0.0,3,107.51091
0.0,1,107.512232
0.0,1,107.513622
0.0,1,107.514747
0.0,3,107.516399
0.0,5,107.518474
0.0,3,107.519936
0.0,1,107.520583
0.0,1,107.521266
0.0,4,107.522934
0.0,1,107.52363
0.0,1,107.524238
0.0,1,107.525157
0.0,1,107.526317
0.0,1,107.528114
0.0,2,107.531046
0.0,4,107.533507
0.0,2,107.53467
0.0,4,107.536759
0.0,1,107.537585
0.0,1,107.53834
0.0,3,107.540024
0.0,3,107.542625
0.0,1,107.5439
0.0,2,107.546012
0.0,1,107.546648
0.0,1,107.547508
0.0,1,107.54806
0.0,2,107.549089
0.0,1,107.549826
0.0,2,107.550893
0.0,1,107.55151
0.0,1,107.552161
0.0,4,107.553839
0.0,1,107.554538
0.0,1,107.555614
0.0,2,107.557425
0.0,1,107.558566
0.0,1,107.559812
0.0,1,107.56057
0.0,1,107.561337
0.0,2,107.562451
0.0,2,107.563511
0.0,1,107.564094
0.0,5,107.566192
0.0,1,107.566796
0.0,2,107.567732
0.0,1,107.568339
0.0,1,107.569036
0.0,1,107.569543
0.0,3,107.571318
0.0,1,107.572508
0.0,1,107.573406
0.0,4,107.576202
0.0,1,107.576992
0.0,1,107.577579
0.0,6,107.580462
0.0,1,107.581168
-0.05,3,107.582435
0.0,2,107.583352
0.0,3,107.584991
0.0,1,107.586355
0.0,1,107.58793
0.0,2,107.591695
0.0,1,107.592574
0.0,1,107.593487
0.0,1,107.594196
0.0,2,107.59554
0.0,1,107.596262
0.0,4,107.598236
0.0,1,107.598927
0.0,1,107.599796
0.0,2,107.601214
0.0,1,107.602008
0.0,1,107.603173
0.0,2,107.604878
0.0,1,107.605922
0.0,3,107.607511
0.0,4,107.609695
0.0,2,107.610767
0.0,1,107.61155
0.0,2,107.612617
0.0,1,107.613365
0.0,3,107.615546
0.0,1,107.616657
0.0,2,107.618399
0.0,3,107.75176
0.0,1,107.753043
0.0,1,107.754129
0.0,1,107.756526
0.0,3,107.759471
0.0,1,107.760381
0.0,1,107.761169
0.0,3,107.762769
0.0,1,107.763669
0.0,1,107.764388
0.0,2,107.765518
0.0,1,107.766522
0.0,1,107.767627
0.0,3,107.76984
0.0,1,107.771316
0.0,1,107.773022
0.0,1,107.774476
0.0,2,107.775937
0.0,1,107.77684
0.0,1,107.777888
0.0,6,107.780809
0.0,1,107.781371
0.0,3,107.782622
0.0,3,107.783937
0.0,2,107.785828
0.0,2,107.78763
0.0,2,107.789151
0.0,1,107.790005
0.0,2,107.791021
0.0,1,107.791631
0.0,1,107.792313
0.0,1,107.792928
0.0,1,107.793656
0.0,4,107.795541
0.0,2,107.796442
0.0,1,107.797043
0.0,4,107.798841
0.0,1,107.79952
0.0,1,107.800574
0.0,1,107.801414
0.0,1,107.802281
0.0,1,107.803187
0.0,1,107.804691
0.0,1,107.805573
0.0,1,107.806386
0.0,5,107.808969
0.0,4,107.810694
0.0,3,107.811968
