#{"t_start": 1778815119.3352435, "env_id": "None"}
r,l,t
0.0,2,8.998377
0.0,1,8.999
0.0,1,8.999701
0.0,2,9.000736
0.0,1,9.001408
0.0,2,9.002422
0.0,3,9.004076
0.0,2,9.00519
0.0,1,9.005846
0.0,1,9.00659
0.0,1,9.007188
0.0,1,9.007868
0.0,5,9.010806
0.0,1,9.011607
0.0,1,9.012342
0.0,1,9.013243
0.0,1,9.013893
0.0,4,9.01585
0.0,4,9.017597
0.0,4,9.019535
0.0,3,9.020874
0.0,1,9.021551
0.0,1,9.022128
0.0,1,9.023093
0.0,2,9.024606
0.0,1,9.025714
0.0,1,9.026518
0.0,1,9.027479
0.0,3,9.029081
0.0,4,9.030972
0.0,3,9.032476
0.0,1,9.033087
0.0,1,9.033927
0.0,1,9.034752
0.0,3,9.036358
0.0,1,9.037115
0.0,1,9.037789
0.0,2,9.039661
0.0,4,9.044669
0.0,1,9.045362
0.0,3,9.046829
0.0,2,9.047836
0.0,1,9.048408
0.0,1,9.049196
0.0,3,9.050435
0.0,1,9.051074
0.0,5,9.053308
0.0,1,9.054135
0.0,1,9.055786
0.0,2,9.057593
0.0,2,9.059072
0.0,1,9.059833
0.0,2,9.060945
0.0,2,9.062265
0.0,1,9.063028
0.0,2,9.06404
0.0,1,9.064741
0.0,1,9.065628
0.0,1,9.066216
0.0,1,9.067248
0.0,2,9.068278
0.0,2,9.069506
0.0,1,9.070674
0.0,1,9.071838
0.0,3,9.074074
0.0,4,9.076755
0.0,2,9.077978
0.0,3,9.079383
0.0,1,9.079942
0.0,1,9.080722
0.0,4,9.082411
0.0,1,9.083015
0.0,1,9.083661
0.0,1,9.084579
0.0,1,9.085761
0.0,1,9.087119
0.0,1,9.08842
0.0,5,9.092742
0.0,1,9.093565
0.0,1,9.094229
0.0,3,9.095768
0.0,1,9.096601
0.0,1,9.097289
0.0,5,9.099933
0.0,3,9.102354
0.0,4,9.104256
0.0,2,9.105409
0.0,1,9.106125
0.0,1,9.107421
0.0,1,9.108105
0.0,3,9.109457
0.0,1,9.110051
0.0,3,9.111464
0.0,1,9.112464
0.0,1,9.113195
0.0,1,9.113927
0.0,1,9.114657
0.0,1,9.115484
0.0,1,9.116921
0.0,2,9.118333
0.0,1,9.118989
0.0,1,9.11962
0.0,1,9.120375
0.0,1,9.121163
0.0,1,9.121854
0.0,1,9.122502
0.0,1,9.123296
0.0,1,9.123979
0.0,1,9.124751
0.0,1,9.125331
0.0,1,9.126038
0.0,1,9.126739
0.0,3,9.128413
0.0,1,9.129121
0.0,3,9.130939
0.0,1,9.132506
0.0,1,9.133512
0.0,1,9.134263
0.0,1,9.13513
0.0,1,9.136033
0.0,1,9.136757
0.0,1,9.137446
0.0,1,9.138174
0.0,3,9.139723
0.0,2,9.140647
0.0,1,9.141313
0.0,2,9.142451
0.0,2,9.14369
0.0,1,9.144497
0.0,3,9.299314
0.0,1,9.300786
0.0,1,9.301787
0.0,3,9.304616
0.0,1,9.305542
0.0,4,9.307943
0.0,2,9.309064
0.0,1,9.309769
0.0,1,9.310486
0.0,4,9.312344
0.0,1,9.313152
0.0,1,9.313936
0.0,1,9.314945
0.0,1,9.31582
0.0,4,9.317984
0.0,1,9.318695
0.0,1,9.319533
0.0,1,9.320374
0.0,1,9.321307
0.0,1,9.321962
0.0,4,9.323934
0.0,1,9.324672
0.0,1,9.325521
0.0,2,9.326822
0.0,3,9.328356
0.0,3,9.330752
0.0,1,9.331771
0.0,1,9.332663
0.0,4,9.335628
0.0,1,9.336364
0.0,1,9.33698
0.0,1,9.337635
0.0,1,9.338211
0.0,1,9.338971
0.0,1,9.339556
0.0,1,9.340299
0.0,5,9.34259
0.0,1,9.343237
0.0,3,9.345131
0.0,1,9.346818
0.0,1,9.348772
0.0,1,9.349775
0.0,4,9.351751
0.0,1,9.352341
0.0,2,9.353384
0.0,2,9.35436
0.0,1,9.355068
0.0,1,9.355758
0.0,1,9.356453
0.0,1,9.356984
0.0,1,9.357751
0.0,1,9.358277
0.0,2,9.359427
0.0,2,9.361535
0.0,3,9.365401
0.0,1,9.366148
0.0,3,9.367483
0.0,1,9.368297
0.0,1,9.369092
0.0,4,9.371129
0.0,1,9.371871
0.0,4,9.373587
0.0,3,9.376061
0.0,3,9.379681
0.0,1,9.380693
0.0,1,9.381429
0.0,1,9.382205
0.0,4,9.384291
0.0,5,9.38653
0.0,2,9.387603
0.0,1,9.388143
0.0,2,9.389488
0.0,1,9.390493
0.0,1,9.391756
0.0,1,9.39307
0.0,1,9.393973
0.0,1,9.394664
0.0,1,9.395351
0.0,1,9.396054
0.0,1,9.396844
0.0,1,9.39745
0.0,1,9.398276
0.0,1,9.398893
0.0,3,9.400249
0.0,1,9.400976
0.0,5,9.403034
0.0,3,9.404506
0.0,1,9.405092
0.0,4,9.40943
0.0,1,9.41088
0.0,2,9.411905
0.0,1,9.412519
0.0,3,9.414077
0.0,1,9.414767
0.0,1,9.415376
0.0,1,9.416019
0.0,2,9.417149
0.0,1,9.417736
0.0,3,9.419379
0.0,4,9.421321
0.0,1,9.422674
0.0,2,9.425448
0.0,1,9.426517
0.0,1,9.427246
0.0,1,9.427794
0.0,1,9.428431
0.0,3,9.430141
0.0,1,9.430696
0.0,1,9.43129
0.0,1,9.431876
0.0,1,9.432598
0.0,4,9.434258
0.0,1,9.434897
0.0,1,9.435509
0.0,1,9.436298
0.0,2,9.439376
0.0,4,9.442669
0.0,1,9.443554
0.0,3,9.445204
0.0,1,9.445901
0.0,1,9.446498
0.0,3,9.447955
0.0,2,9.448959
0.0,2,9.449959
0.0,1,9.450867
0.0,1,9.452384
0.0,1,9.454291
0.0,2,9.456404
0.0,2,9.457637
0.0,3,9.45902
0.0,1,9.459671
0.0,1,9.460444
0.0,4,9.462105
0.0,1,9.462697
0.0,1,9.463257
0.0,1,9.463833
0.0,1,9.464466
0.0,3,9.465727
0.0,3,9.467849
0.0,3,9.469893
0.0,1,9.470616
0.0,4,9.472729
0.0,1,9.473482
0.0,3,9.475357
0.0,1,9.476047
0.0,3,9.477232
0.0,1,9.477913
0.0,1,9.478416
0.0,3,9.479978
0.0,1,9.480584
0.0,1,9.481184
0.0,6,9.485733
0.0,2,9.487279
0.0,1,9.488205
0.0,1,9.488845
0.0,2,9.489926
0.0,3,9.49137
0.0,4,9.493001
0.0,3,9.494471
0.0,1,9.495476
0.0,1,9.496541
0.0,1,9.499383
0.0,1,9.502177
0.0,3,9.505606
0.0,4,9.511094
0.0,1,9.512224
0.0,3,9.51715
0.0,1,9.517892
0.0,2,9.518995
0.0,1,9.519568
0.0,1,9.520204
0.0,1,9.520772
0.0,1,9.521459
0.0,1,9.522002
0.0,3,9.523399
0.0,5,9.525565
0.0,1,9.526164
0.0,3,9.527762
0.0,1,9.529
0.0,1,9.531343
0.0,1,9.533409
0.0,1,9.534102
0.0,2,9.53511
0.0,1,9.535777
0.0,3,9.537174
0.0,3,9.538594
0.0,1,9.539338
0.0,4,9.541355
0.0,1,9.541891
0.0,1,9.542512
0.0,1,9.543452
0.0,1,9.545145
0.0,2,9.548699
0.0,2,9.54999
0.0,5,9.552263
0.0,1,9.552819
0.0,1,9.553453
0.0,1,9.554304
0.0,3,9.55577
0.0,1,9.556451
0.0,1,9.557107
0.0,1,9.557702
0.0,1,9.559103
0.0,1,9.562274
0.0,1,9.563698
0.0,1,9.564808
0.0,1,9.56602
0.0,1,9.566705
0.0,1,9.567425
0.0,4,9.569541
0.0,2,9.570793
0.0,1,9.571454
0.0,3,9.573756
0.0,1,9.575464
0.0,2,9.579417
0.0,3,9.583464
0.0,2,9.58572
0.0,2,9.588536
0.0,1,9.590997
0.0,1,9.592886
0.0,1,9.594
0.0,1,9.594986
0.0,1,9.595892
0.0,4,9.598501
0.0,2,9.600082
0.0,3,9.602063
0.0,4,9.606104
0.0,2,9.608372
0.0,3,9.609668
0.0,2,9.610651
0.0,3,9.612207
0.0,1,9.613026
0.0,3,9.614568
0.0,2,9.61573
0.0,1,9.6164
0.0,1,9.617393
0.0,1,9.618094
0.0,4,9.622064
0.0,3,9.625269
0.0,1,9.626467
0.0,1,9.627913
0.0,2,9.629362
0.0,1,9.629876
0.0,4,9.631526
0.0,3,9.632989
0.0,6,9.636064
0.0,3,9.638602
0.0,1,9.639264
0.0,1,9.639985
0.0,2,9.640901
0.0,1,9.6416
0.0,1,9.642273
0.0,3,9.64381
0.0,1,9.644532
0.0,4,9.646091
0.0,1,9.646872
0.0,2,9.648323
0.0,4,9.650955
0.0,2,9.653301
0.0,1,9.65436
0.0,1,9.655169
0.0,1,9.65606
0.0,3,9.657693
0.0,3,9.659427
0.0,1,9.660005
0.0,3,9.661378
0.0,1,9.661964
0.0,4,9.663723
0.0,1,9.664455
0.0,1,9.665186
0.0,1,9.666438
0.0,1,9.668371
0.0,1,9.669657
0.0,1,9.670565
0.0,1,9.671359
0.0,5,9.673596
0.0,1,9.816934
0.0,1,9.818576
0.0,1,9.819994
0.0,1,9.82124
0.0,2,9.823747
0.0,1,9.82474
0.0,1,9.825618
0.0,3,9.827271
0.0,4,9.829272
0.0,1,9.829892
0.0,2,9.831029
0.0,1,9.831782
0.0,1,9.832534
0.0,1,9.833136
0.0,1,9.834333
0.0,1,9.835382
0.0,1,9.837139
0.0,1,9.838062
0.0,1,9.838822
0.0,1,9.839761
0.0,1,9.840636
0.0,1,9.841452
0.0,1,9.842182
0.0,1,9.842757
0.0,2,9.843785
0.0,1,9.844478
0.0,1,9.845222
0.0,4,9.846903
0.0,1,9.847548
0.0,1,9.848301
0.0,1,9.849548
0.0,2,9.853182
0.0,3,9.855556
0.0,1,9.856822
0.0,1,9.858016
0.0,1,9.858934
0.0,1,9.859628
0.0,1,9.8604
0.0,1,9.861207
0.0,4,9.863489
0.0,3,9.867399
0.0,4,9.87199
0.0,5,9.874619
0.0,2,9.8757
0.0,1,9.876409
0.0,2,9.877571
0.0,2,9.878627
0.0,4,9.881787
0.0,1,9.883103
0.0,1,9.884675
0.0,2,9.886137
0.0,1,9.886765
0.0,3,9.888376
0.0,1,9.888933
0.0,1,9.889667
0.0,1,9.890258
0.0,1,9.890985
0.0,4,9.892626
0.0,4,9.894362
0.0,1,9.895702
0.0,1,9.897218
0.0,2,9.900125
0.0,1,9.901505
0.0,3,9.903077
0.0,4,9.904845
0.0,2,9.9059
0.0,1,9.906806
0.0,2,9.907757
0.0,1,9.908384
0.0,2,9.909305
0.0,3,9.912153
0.0,1,9.913481
0.0,1,9.914455
0.0,2,9.915748
0.0,1,9.916479
0.0,1,9.917337
0.0,2,9.918341
0.0,1,9.919048
0.0,1,9.919754
0.0,1,9.920254
0.0,1,9.920749
0.0,2,9.921829
0.0,2,9.922874
0.0,1,9.923489
0.0,2,9.924405
0.0,4,9.926947
0.0,1,9.928521
0.0,2,9.929588
0.0,3,9.93103
0.0,1,9.931803
0.0,2,9.932882
0.0,1,9.933654
0.0,1,9.934259
0.0,1,9.934897
0.0,1,9.935451
0.0,4,9.937027
0.0,1,9.937654
0.0,4,9.939252
0.0,2,9.940209
0.0,2,9.941904
0.0,1,9.943286
0.0,5,9.945579
0.0,1,9.946191
0.0,1,9.946768
0.0,1,9.947506
0.0,1,9.94807
0.0,3,9.949377
0.0,1,9.95004
0.0,1,9.950576
0.0,2,9.951533
0.0,2,9.952491
0.0,5,9.954367
0.0,1,9.955055
0.0,2,9.956395
0.0,5,9.960612
0.0,1,9.961776
0.0,3,9.96375
0.0,1,9.964468
0.0,5,9.966572
0.0,1,9.967229
0.0,3,9.968556
0.0,1,9.969112
0.0,1,9.969818
0.0,1,9.970675
0.0,1,9.972045
0.0,6,9.978193
0.0,1,9.97901
0.0,2,9.980125
0.0,3,9.981467
0.0,2,9.982416
0.0,1,9.9831
0.0,1,9.983837
0.0,1,9.984475
0.0,1,9.985054
0.0,1,9.98578
0.0,3,9.988052
0.0,1,9.989938
0.0,1,9.990742
0.0,3,9.992343
0.0,2,9.993364
0.0,1,9.993909
0.0,3,9.995421
0.0,1,9.996255
0.0,1,9.996858
0.0,2,9.997858
0.0,1,9.998635
0.0,1,9.999152
0.0,4,10.0008
0.0,6,10.005003
0.0,1,10.006481
0.0,1,10.007562
0.0,1,10.008283
0.0,1,10.009119
0.0,1,10.009724
0.0,1,10.010324
0.0,2,10.011412
0.0,3,10.012825
0.0,1,10.013386
0.0,3,10.014578
0.0,3,10.015952
0.0,1,10.016507
0.0,1,10.018599
0.0,1,10.020455
0.0,2,10.022876
0.0,1,10.023478
0.0,1,10.024158
0.0,1,10.024964
0.0,2,10.026328
0.0,1,10.026912
0.0,2,10.028091
0.0,1,10.028758
0.0,1,10.029335
0.0,2,10.030194
0.0,5,10.034585
0.0,1,10.037261
0.0,1,10.038695
0.0,1,10.039595
0.0,1,10.040554
0.0,2,10.041682
0.0,1,10.042302
0.0,2,10.043354
0.0,2,10.044308
0.0,1,10.045111
0.0,1,10.045707
0.0,3,10.047102
0.0,1,10.048337
0.0,2,10.050335
0.0,2,10.052228
0.0,2,10.053418
0.0,1,10.054034
0.0,1,10.054644
0.0,1,10.055281
0.0,5,10.057494
0.0,1,10.058228
0.0,3,10.059599
0.0,1,10.060269
0.0,1,10.060942
0.0,1,10.061558
0.0,1,10.062106
0.0,2,10.063299
0.0,1,10.064307
0.0,1,10.065627
0.0,1,10.066441
0.0,3,10.067978
0.0,1,10.068671
0.0,3,10.069913
0.0,1,10.070588
0.0,1,10.071292
0.0,2,10.07244
0.0,2,10.073516
0.0,4,10.07518
0.0,3,10.076533
0.0,1,10.077247
0.0,4,10.079769
0.0,1,10.080769
0.0,1,10.081681
0.0,3,10.083141
0.0,5,10.085308
0.0,7,10.087977
0.0,3,10.089479
0.0,2,10.090389
0.0,2,10.091412
0.0,1,10.092075
0.0,1,10.092878
0.0,3,10.09537
0.0,1,10.096523
0.0,1,10.097527
0.0,1,10.09857
0.0,3,10.100271
0.0,3,10.10194
0.0,2,10.10309
0.0,6,10.105612
0.0,1,10.106229
0.0,1,10.106804
0.0,3,10.108195
0.0,1,10.10901
0.0,1,10.110099
0.0,2,10.112064
0.0,4,10.114981
0.0,1,10.1156
0.0,1,10.116222
0.0,1,10.11696
0.0,1,10.117637
0.0,3,10.119069
0.0,2,10.120102
0.0,3,10.121622
0.0,3,10.123286
0.0,1,10.124423
0.0,3,10.127358
0.0,1,10.128187
0.0,1,10.128898
0.0,1,10.12963
0.0,1,10.130223
0.0,2,10.131217
0.0,1,10.131934
0.0,1,10.132567
0.0,2,10.133675
0.0,4,10.135298
0.0,4,10.136865
0.0,1,10.13746
0.0,1,10.138021
0.0,3,10.140109
0.0,5,10.14446
0.0,1,10.145079
0.0,1,10.145835
0.0,1,10.146754
0.0,3,10.148058
0.0,4,10.14981
0.0,1,10.15034
0.0,1,10.151016
0.0,2,10.15201
0.0,1,10.152793
0.0,4,10.155283
0.0,3,10.160006
0.0,3,10.161752
0.0,2,10.293239
0.0,2,10.296601
0.0,1,10.297637
0.0,2,10.29915
0.0,1,10.299913
0.0,1,10.300743
0.0,1,10.301512
0.0,1,10.302361
0.0,1,10.303188
0.0,3,10.304847
0.0,1,10.30554
0.0,5,10.309834
0.0,4,10.312391
0.0,3,10.313871
0.0,3,10.31538
0.0,1,10.316126
0.0,1,10.316899
0.0,1,10.317618
0.0,5,10.319852
0.0,1,10.320491
0.0,1,10.321265
0.0,1,10.321911
0.0,1,10.322957
0.0,2,10.325383
0.0,1,10.32644
0.0,4,10.328681
0.0,1,10.329441
0.0,2,10.330604
0.0,2,10.332005
0.0,1,10.332613
0.0,2,10.333534
0.0,1,10.334137
0.0,2,10.335155
0.0,1,10.335946
0.0,3,10.337188
0.0,1,10.338005
0.0,1,10.339475
0.0,1,10.342179
0.0,3,10.345584
0.0,3,10.347363
0.0,1,10.348025
0.0,1,10.348635
0.0,2,10.349667
0.0,1,10.350276
0.0,1,10.351142
0.0,1,10.351715
0.0,1,10.352364
0.0,3,10.354156
0.0,3,10.3567
0.0,1,10.357863
0.0,1,10.358707
0.0,4,10.360554
0.0,5,10.362654
0.0,4,10.364502
0.0,2,10.36541
0.0,1,10.366067
0.0,3,10.367589
0.0,1,10.368481
0.0,1,10.370003
0.0,1,10.371278
0.0,2,10.372738
0.0,1,10.373477
0.0,2,10.374534
0.0,3,10.375968
0.0,2,10.377098
0.0,1,10.377598
0.0,1,10.378205
0.0,5,10.380576
0.0,1,10.381112
0.0,2,10.382151
0.0,4,10.384092
0.0,2,10.385299
0.0,1,10.386056
0.0,1,10.38693
0.0,1,10.387631
0.0,1,10.3884
0.0,1,10.389097
0.0,3,10.390518
0.0,1,10.391259
0.0,1,10.391908
0.0,1,10.392549
0.0,2,10.393649
0.0,2,10.394521
0.0,1,10.395063
0.0,3,10.396303
0.0,1,10.396864
0.0,4,10.398745
0.0,1,10.399506
0.0,2,10.401053
0.0,1,10.402574
0.0,2,10.405138
0.0,1,10.406281
0.0,2,10.407411
0.0,1,10.408202
0.0,2,10.409204
0.0,3,10.410693
0.0,4,10.412373
0.0,1,10.413041
0.0,3,10.414387
0.0,1,10.415648
0.0,3,10.418911
0.0,1,10.420636
0.0,1,10.421484
0.0,3,10.423391
0.0,3,10.424815
0.0,1,10.425457
0.0,1,10.426111
0.0,2,10.427183
0.0,1,10.427752
0.0,1,10.428283
0.0,3,10.429793
0.0,4,10.433715
0.0,1,10.434523
0.0,1,10.435635
0.0,1,10.436507
0.0,1,10.437128
0.0,1,10.437982
0.0,4,10.439844
0.0,2,10.440825
0.0,1,10.441371
0.0,1,10.442142
0.0,1,10.442697
0.0,1,10.443516
0.0,1,10.444396
0.0,2,10.445517
0.0,1,10.446451
0.0,1,10.447827
0.0,1,10.449669
0.0,1,10.451333
0.0,1,10.452298
0.0,3,10.454116
0.0,1,10.454906
0.0,1,10.455622
0.0,2,10.456575
0.0,1,10.457113
0.0,4,10.458754
0.0,1,10.459299
0.0,1,10.460047
0.0,1,10.46089
0.0,5,10.465055
0.0,3,10.466851
0.0,3,10.468476
0.0,1,10.469064
0.0,1,10.469892
0.0,2,10.471099
0.0,3,10.472604
0.0,3,10.473878
0.0,1,10.474633
0.0,3,10.476487
0.0,1,10.47758
0.0,2,10.479041
0.0,5,10.482618
0.0,1,10.483425
0.0,2,10.484468
0.0,4,10.486156
0.0,4,10.488146
0.0,3,10.489947
0.0,3,10.492444
0.0,1,10.493693
0.0,1,10.494687
0.0,1,10.496043
0.0,3,10.498367
0.0,1,10.499325
0.0,1,10.500066
0.0,4,10.501725
0.0,2,10.503058
0.0,1,10.503654
0.0,1,10.504237
0.0,1,10.504802
0.0,1,10.505341
0.0,4,10.507895
0.0,1,10.508866
0.0,3,10.511032
0.0,4,10.512909
0.0,1,10.513884
0.0,4,10.515779
0.0,1,10.516501
0.0,1,10.517159
0.0,3,10.518491
0.0,1,10.519309
0.0,1,10.52007
0.0,1,10.520649
0.0,1,10.52119
0.0,1,10.522785
0.0,1,10.523894
0.0,1,10.524873
0.0,2,10.527234
0.0,3,10.529023
0.0,1,10.52992
0.0,2,10.531102
0.0,1,10.531758
0.0,2,10.532987
0.0,4,10.534784
0.0,2,10.535934
0.0,5,10.53912
0.0,1,10.540105
0.0,1,10.541123
0.0,1,10.542042
0.0,1,10.542829
0.0,1,10.543534
0.0,1,10.544364
0.0,1,10.545155
0.0,2,10.546156
0.0,1,10.546828
0.0,2,10.547806
0.0,1,10.548395
0.0,1,10.549028
0.0,1,10.549609
0.0,5,10.551733
0.0,1,10.552535
0.0,1,10.553801
0.0,1,10.554934
0.0,4,10.55745
0.0,4,10.559665
0.0,1,10.560732
0.0,1,10.561608
0.0,3,10.563715
0.0,1,10.564539
0.0,1,10.565269
0.0,3,10.567131
0.0,1,10.568256
0.0,2,10.570424
0.0,5,10.575093
0.0,1,10.575885
0.0,1,10.576526
0.0,4,10.578581
0.0,1,10.579669
0.0,1,10.580417
0.0,1,10.581107
0.0,1,10.581966
0.0,1,10.583098
0.0,3,10.587633
0.0,1,10.589169
0.0,1,10.590673
0.0,1,10.591718
0.0,4,10.593637
0.0,3,10.595019
0.0,2,10.596048
0.0,3,10.597501
0.0,1,10.598342
0.0,1,10.599659
0.0,1,10.60136
0.0,2,10.604319
0.0,1,10.605128
0.0,1,10.605921
0.0,1,10.606868
0.0,1,10.607646
0.0,1,10.608383
0.0,3,10.609949
0.0,2,10.610995
0.0,1,10.611669
0.0,4,10.613589
0.0,3,10.617595
0.0,2,10.61906
0.0,5,10.621675
0.0,1,10.622202
0.0,3,10.623546
0.0,2,10.624678
0.0,1,10.625281
0.0,3,10.626657
0.0,1,10.62736
0.0,5,10.630131
0.0,1,10.631078
0.0,1,10.63286
0.0,3,10.635233
0.0,2,10.636342
0.0,3,10.637769
0.0,4,10.639585
0.0,5,10.641748
0.0,1,10.642293
0.0,1,10.64309
0.0,1,10.644219
0.0,3,10.763163
0.0,1,10.764049
0.0,1,10.764766
0.0,3,10.767069
0.0,1,10.7695
0.0,5,10.772982
0.0,3,10.774866
0.0,2,10.775908
0.0,3,10.777265
0.0,4,10.779136
0.0,1,10.779952
0.0,1,10.780495
0.0,4,10.783461
0.0,3,10.785259
0.0,4,10.787253
0.0,1,10.787951
0.0,1,10.788799
0.0,1,10.789484
0.0,2,10.790475
0.0,1,10.791154
0.0,1,10.791824
0.0,2,10.792753
0.0,1,10.793309
0.0,1,10.79392
0.0,3,10.795276
0.0,1,10.795938
0.0,2,10.797058
0.0,1,10.797948
0.0,4,10.800235
0.0,2,10.801373
0.0,1,10.802052
0.0,2,10.803171
0.0,3,10.804567
0.0,1,10.805168
0.0,2,10.806195
0.0,1,10.80698
0.0,3,10.808513
0.0,5,10.810724
0.0,1,10.811286
0.0,2,10.812809
0.0,1,10.813956
0.0,2,10.815353
0.0,3,10.816993
0.0,1,10.817584
0.0,1,10.818111
0.0,1,10.818904
0.0,3,10.820211
0.0,1,10.820765
0.0,2,10.82187
0.0,2,10.823157
0.0,2,10.824189
0.0,1,10.824922
0.0,1,10.825478
0.0,1,10.82601
0.0,2,10.82707
0.0,3,10.829045
0.0,1,10.83011
0.0,3,10.832392
0.0,1,10.833557
0.0,1,10.834346
0.0,1,10.835223
0.0,1,10.836059
0.0,1,10.836806
0.0,1,10.837644
0.0,4,10.839278
0.0,1,10.839966
0.0,1,10.840512
0.0,1,10.841167
0.0,3,10.842936
0.0,1,10.843891
0.0,1,10.84498
0.0,1,10.845741
0.0,2,10.847295
0.0,4,10.849118
0.0,2,10.85029
0.0,2,10.851295
0.0,3,10.852568
0.0,1,10.853259
0.0,1,10.853847
0.0,1,10.85435
0.0,1,10.854912
0.0,3,10.856299
0.0,1,10.856856
0.0,1,10.857381
0.0,2,10.858572
0.0,1,10.859641
0.0,1,10.860635
0.0,1,10.861357
0.0,1,10.86212
0.0,3,10.863575
0.0,1,10.864485
0.0,1,10.865208
0.0,5,10.867298
0.0,1,10.868014
0.0,1,10.868676
0.0,1,10.869293
0.0,1,10.869835
0.0,2,10.87077
0.0,1,10.871498
0.0,5,10.873863
0.0,4,10.876063
0.0,3,10.877643
0.0,1,10.878554
0.0,1,10.87922
0.0,1,10.880044
0.0,1,10.880719
0.0,4,10.882445
0.0,1,10.883039
0.0,3,10.884577
0.0,3,10.885973
0.0,2,10.887065
0.0,1,10.887776
0.0,1,10.889069
0.0,3,10.891477
0.0,1,10.892743
0.0,1,10.89409
0.0,3,10.896706
0.0,1,10.897475
0.0,2,10.898515
0.0,3,10.900026
0.0,1,10.900749
0.0,4,10.902555
0.0,4,10.904544
0.0,1,10.905457
0.0,1,10.906537
0.0,1,10.908299
0.0,3,10.910219
0.0,1,10.911165
0.0,1,10.9118
0.0,1,10.912354
0.0,1,10.91291
0.0,1,10.913433
0.0,2,10.914289
0.0,1,10.915084
0.0,1,10.915769
0.0,1,10.916324
0.0,4,10.918392
0.0,3,10.921369
0.0,1,10.922276
0.0,1,10.923365
0.0,1,10.924236
0.0,1,10.925115
0.0,4,10.927305
0.0,1,10.92797
0.0,2,10.929115
0.0,1,10.92979
0.0,2,10.930819
0.0,4,10.932918
0.0,1,10.933814
0.0,1,10.934485
0.0,1,10.935716
0.0,3,10.937969
0.0,1,10.938913
0.0,1,10.939836
0.0,2,10.941162
0.0,1,10.941709
0.0,4,10.943491
0.0,1,10.944231
0.0,1,10.944828
0.0,1,10.945547
0.0,1,10.946123
0.0,3,10.947484
0.0,1,10.948137
0.0,5,10.951026
0.0,1,10.952689
0.0,3,10.95642
0.0,1,10.957185
0.0,2,10.958447
0.0,4,10.960363
0.0,2,10.961513
0.0,1,10.962069
0.0,3,10.963485
0.0,3,10.964849
0.0,3,10.967818
0.0,1,10.96876
0.0,6,10.971924
0.0,1,10.972485
0.0,2,10.973442
0.0,2,10.974414
0.0,1,10.974976
0.0,4,10.976839
0.0,2,10.977787
0.0,1,10.97837
0.0,1,10.979227
0.0,1,10.980021
0.0,1,10.980783
0.0,3,10.983367
0.0,2,10.985649
0.0,1,10.986567
0.0,4,10.988571
0.0,1,10.989267
0.0,1,10.989846
0.0,1,10.99058
0.0,1,10.99117
0.0,1,10.991731
0.0,3,10.993062
0.0,1,10.993623
0.0,2,10.994675
0.0,1,10.99538
0.0,2,10.997332
0.0,2,10.999906
0.0,1,11.00107
0.0,1,11.002012
0.0,1,11.002627
0.0,1,11.00324
0.0,1,11.004164
0.0,1,11.004876
0.0,4,11.006641
0.0,1,11.007247
0.0,1,11.008046
0.0,4,11.009773
0.0,2,11.010722
0.0,4,11.014309
0.0,3,11.017692
0.0,2,11.018907
0.0,1,11.019779
0.0,1,11.020698
0.0,3,11.022213
0.0,1,11.022867
0.0,1,11.023664
0.0,1,11.024393
0.0,3,11.025754
0.0,3,11.028484
0.0,1,11.030226
0.0,1,11.031292
0.0,1,11.032208
0.0,3,11.03388
0.0,4,11.035854
0.0,1,11.036479
0.0,1,11.037013
0.0,1,11.037762
0.0,1,11.038383
0.0,3,11.039681
0.0,1,11.040491
0.0,5,11.043846
0.0,1,11.044748
0.0,1,11.045544
0.0,1,11.046216
0.0,2,11.047345
0.0,1,11.047965
0.0,1,11.048491
0.0,1,11.049484
0.0,1,11.050259
0.0,1,11.051142
0.0,1,11.051784
0.0,5,11.053983
0.0,1,11.054877
0.0,2,11.055997
0.0,2,11.057703
0.0,2,11.059308
0.0,1,11.060082
0.0,1,11.060673
0.0,1,11.061299
0.0,2,11.062233
0.0,3,11.063669
0.0,4,11.065407
0.0,1,11.066014
0.0,1,11.06655
0.0,1,11.067065
0.0,1,11.06764
0.0,1,11.068269
0.0,2,11.069238
0.0,1,11.069852
0.0,1,11.070397
0.0,3,11.072227
0.0,1,11.074151
0.0,1,11.075515
0.0,5,11.077892
0.0,1,11.078677
0.0,1,11.079532
0.0,1,11.080247
0.0,1,11.080986
0.0,2,11.082058
0.0,1,11.082706
0.0,1,11.083261
0.0,3,11.084611
0.0,1,11.085193
0.0,1,11.085772
0.0,1,11.086414
0.0,4,11.088768
0.0,3,11.193955
0.0,4,11.197663
0.0,1,11.198452
0.0,6,11.201667
0.0,1,11.202569
0.0,1,11.203404
0.0,3,11.204766
0.0,2,11.205965
0.0,1,11.207282
0.0,2,11.208509
0.0,1,11.209148
0.0,1,11.20997
0.0,1,11.21083
0.0,3,11.21297
0.0,4,11.214589
0.0,1,11.215386
0.0,4,11.21723
0.0,5,11.219273
0.0,1,11.219922
0.0,1,11.220487
0.0,1,11.221156
0.0,1,11.221894
0.0,1,11.222459
0.0,1,11.223157
0.0,1,11.223848
0.0,1,11.224583
0.0,3,11.226797
0.0,1,11.228018
0.0,3,11.231279
0.0,3,11.232744
0.0,1,11.233442
0.0,1,11.234045
0.0,1,11.234561
0.0,2,11.235597
0.0,1,11.236267
0.0,1,11.236831
0.0,1,11.237607
0.0,1,11.238364
